address,maxClaimable
0x6DF554481504639a0BF6eC48647538D6B2F3A7C9,1
0x5bf9a76fd84E7c6E2F706ADDDA91DfB76B0D7961,1
0x764c69C44902c317A481F31457C63B1769DfEC6B,1
0xf569c6186E7D57742ae89DC97F02FD0d5BA4CD6D,1
0xc660b722C73FeBbC2b2B6449919Ba965AFb93d1E,1
0x0C3b6CE9C63567fcD0069388856E778885266E3e,1
0x2A2Cf0492Ee2664d1da48F24a07Eda0843A32260,1
0x2a0071c9a2E83482415E72c42A2a2EaCbC0f0183,1
0x4f6bB5D34bc28181C4ECC873C2C3e26bfBdbeeC9,1
0xCF2F80Ebf286b91bf166270851724Efe0Ebe3a4D,1
0xAF210c4ca679C7D4CC7B1eeaC616a0EA529948f5,1
0x2904D1Cba9E5aAbEc866d2787c5EeB9c45C4537e,1
0x2f3F05A5f82723b16d40c5409899d95E78339D94,1
0x2FEA62eF2b301A8817553ba291B4B776085C2864,1
0xC102fAf89f550BFFA5AC5267234321e0d23B0EA2,1
0xa6Bc5418813729e52a5D12a466744EE90E6b41b6,1
0x7382eA269aF3326fF96537392a24dC2D60ad1AcC,1
0x1ee22cf18E6235a32Ada02CA0F9930d9414aC604,1
0x3F7465C03F8A13fAbD6cbf6BD653279bd3797F4f,1
0x3fE1CBcd9eC13C5c34bADdF72B2c598366aFdDBe,1
0xC2A00415B98383d367B31C568f166c57f3B14A6a,1
0x637C6573C3D48928B2e69D0141b144dBa6CB2d3B,1
0x0914B53d9511D283D3Cba16E8FBBc62Df8259aaD,1
0xa111106b894Ee94e3c4ADE8E706eAb6B5eaE2665,1
0xc5946940d30fDeCAcd9Ec2Ab60cF7f96799875C0,1
0xEb6c3cc2471D7CC322bB7f2993eDeF0f8cEfF029,1
0x9EDE9089b5361Cd7c12edFFDa3dBE5c57948CaeF,1
0x4452b58D2FDB19dc757085ef6200a5fF549FBdA9,1
0x7F42A52F16e42A53fD40bB1aA5370d118797eB97,1
0xD512e0AeeA0228a35253ECE18e40192E434C61fd,1
0xd62b8ec2A0c1eA652AB87A1eDfccA3b72F3aFc61,1
0x73b6d780b0a913364663285F57C269cec8EC36E5,1
0x53fA6A218Dc1AE63641180D064fFB1be3C7Eb5C2,1
0x2cc0554c2FB73D498e646B32F6a239c2Cf9678Ff,1
0xc77704F8ff4b11a827d9AE0ef9a6DF5271F7a956,1
0x6444260d5022f514e4AE56D542f4F26d28545fFc,1
0x1235C9c948c5B476f2f0645d476fc58922ec8292,1
0xB7027dAC2268fa3d68271629D56f10D756f95682,1
0x0Ffd7d47B189d1d837C8b0197f63d846FC805cf3,1
0x9691Ac17702B79919Df11d5d4CbB36cD4cE92943,1
0x8670F88609A1fF6b96c4de5834875ae53a9E5414,1
0x9B230a610a6Ab7BaaA9e8e6A2A83136Dc4d1FAb5,1
0x1d2E66D65b66175A7635E335849818BB18174459,1
0xb844D4C55089A34CD58AEe6c81DbB3981FCB7673,1
0xefFBFEc9887655F582139696C4436759513b854a,1
0x098C5DA37F34E66184c8b5Cc3Bce4318b6B57BFa,1
0x14B4b3f3d1Ba1C479DDa46A6176c7F0466BcDc0f,1
0x18c3AA3E412b552dfa79a45210a56d1aAD2Af694,1
0xadD867BB2574A92b02F4cBc6D2B76D5a84E2936D,1
0xB8c81D92A140E8D64D416fa33254Da310832aa8e,1
0x4B8Fa8D732211a54Fc5bEc5f8A2e83c17B6f07EF,1
0x3D71098450D20931EBAA85D114Be84c43E4111B8,1
0x4DC252f36627a96281bb28064DB8CA86ab3e527a,1
0x14b9178666D4851d0db6a20C67D05D6733723343,1
0x51b94f2268f51E45C7F907bb360B2dB40cF847c2,1
0x6Cfe5cbb87467b355592737785a4811910D37D24,1
0x8864486C1be43143B2Fb2992777bA0B85129f3e4,1
0x298883099906416e6c5b909793238159cDe1EE37,1
0xcFE45b4bB15Cecb718165d8AeDeDA8Ef5550990b,1
0x8DaEca8FE0B1B2Ff2f63cFc03373D7643720bfe6,1
0xfb641AFdbDb29770983C4729fBCEcAfd5Dba08e1,1
0x04e4F47e79B9B1A66f736b6797fE13F25e581C11,1
0x800FBC8d5b167EbEC28c59cdeAB5AAA64ef53dd7,1
0xC6B336b41cc9c2FC3DE9Dd2b062Bf55248861304,1
0xf2B13d776BCF4c17722Af3Dda6840Ab0c519738c,1
0x4f9484348aF66460Fc3D5F79f091b6fF4F0aAE5F,1
0x61a592E8F5495331a678D8A7D1Ebc674360ed0fB,1
0xb1117682208d482d240B1c0729e708cc5323cd40,1
0x88bc248f57061E23240d0DED461Dd7640B7583e1,1
0xce6bB4681E7C1A1a39c3Bb27aC27ceD3889991c3,1
0x0236AB8C376153Da0e53F199c06A03E93B3986A7,1
0x5395dD4Fc09393d46586952F60D1865cB5e43973,1
0x200874A1fa654bF7E9794Af9e97E53ed07b94DC3,1
0x2bc7608Fcca5b3984F3ba1127d53523Cb83B6394,1
0x5943bA8D85887Cbf9B8d01ce71A152Cc270256Af,1
0x0aA54bA8D36Bc6e4B9aEdC2BF16daf8B1EE3b2b2,1
0xB8AF8A96Ca7f0Fa85520A255Cd6e1E1db23bD58C,1
0x997f9d0161459D04F764FB466Ece89275adaE84f,1
0x227878fbB6b7ebcB472F78989D7aCcAF6618C97b,1
0xb47287d6C7a020384a6F08d534d8F0024365bE30,1
0x3D700107FF584eeFd2e104383e84F39b609123c3,1
0x3fa01eF3cf73c8Fa15F1A2d55ca5d0Bc5025b52A,1
0x338f5D184FE0E33E59C57F002C8E8b94f680807D,1
0xdAE8c7af7930047561bD7357908080531A6EfE3f,1
0x094486124Dc59C617b627B2982bfE033d222a2F5,1
0x4cd46BAF8B43D0Ca869C9767885513B0E3e28cA4,1
0x0fD90B9D61af052C4328BC2Fa9A1529627af0a7d,1
0xdF4D67B2524586244068557Ff9B6fF7d7814cFF4,1
0x4a9EA24e0728CD40239bd25B3396C43B6C0bC188,1
0x04E220de16e568Ec36d49845232537bc90AD4FE1,1
0x2EC0b62a65790FEF1A0820a266970d58e9ba20F3,1
0x756535b61002c5F3D740711D20c30dF93E50F2f3,1
0x4DF179Bd13d1afecb046c00f92003753A2CcaDb8,1
0x107ce4547fFf34e901337fE30feBecd6dC421eC9,1
0x28217cdD94A74bb90484388D1975e1ba7bfa7C2C,1
0x3f6bbB2Dd1D3762ab69B36c9a32bE0b0dF551311,1
0xd0D5B6b26Ad7F506144e83747DDb48951FEe6583,1
0x8f10E4388Fe4c37f2Cb3E6fcA9f3023f21e383AF,1
0xB5a9F7B36B2159e2512faCD906716d7Ba7E13ddE,1
0x948040086A026b8A677029E464EE784DC6800d23,1
0x13C367D5456FA87e5487D96f1E7D2E3e1473534C,1
0xFfEBAD9FafE863cfE2a243AcC6062f45e0DdE0b6,1
0x425C44Ab09dc2c816E744eb65434d4213522bb4A,1
0xEa1095174231A893a08e925324281898E2A3C13b,1
0x23e57ae85E4e78c803AB9D58949b024D1A6693Ca,1
0xf59c9569D049fe6751Fa355685533AA191cD2eA7,1
0x716687F2Ac0b2610Ee7C4fDA3CFF16D0a7Bc658b,1
0x723Ecdd7587d585b2A24e6053Bc9a12fE1460EDf,1
0xC09e6e1DfFD669C94Eb3c3385B58d4B8bD7040e9,1
0xC5616C4B34dDcEddC4c562665eCb9FC67d196e7B,1
0xf46bcD11662301446659439113a651f730E23369,1
0xC4331DEbc6ABCaf7E1c871d5C14afA3D2675a60D,1
0x4730878A7604Ef87D2788Ab85166519fd871BE3f,1
0x4216F2f389Fa6029EE1BF0A73621EBe577Aa7a73,1
0x32d6471683ab51Bcd895d4cBf53527D2D3Da6125,1
0xA3BD3708598476b37a37d978BB1fDA1A0061e589,1
0x4c9705ea7e57C5e2ab0F0a90AfFc57E5335f5c8e,1
0x3BC6348E1E569E97Bd8247b093475A4aC22B9fD4,1
0xd19c762a2EA93DF9bf3FaffcEdc726764D9508E1,1
0xeda0ad9475AA9A08e4c2E5325e4F1FdBF12525E1,1
0xF9868b3960348194371B8cA4Fe87Ca7DE95e40b6,1
0xCcCE0cad424893Aa8756E4D28FcE3DD03d9615de,1
0xa944e92483DDC42e70358760d4A5276be8e82767,1
0x0f54751A6cC416d505Bf2E3dd4A8fec3960A493d,1
0xcb15649d7b7a1eb01fb1acd14809de6cf82aa1a0,1
0x21cbff56FCcf44E5af5e1fCBa465b440800F87EF,1
0x32B539ECDe406aB0480309a1133f367C6ed9227E,1
0xb5B55367643125604A6d83cd3f3b5Faa043ab608,1
0xB4a726F320b429730b2F1d2165C2cE06B9328085,1
0x5AB57eF87FDb5a934a489e48150A2ac55531d731,1
0xaaef12528acAb84bce707A77e5cb8768fc81422f,1
0xA17c531B8aD43c1E7dE1DEb0fF9551F3D0a9Ac98,1
0xE69407b22b9da7cB02de4087Ec00D0713e862400,1
0xd5D1bc9b2C9fd9f83828f1f512B596c1E82D536A,1
0x2a1297AD1Ba760cE01452e5c4184CF37f6C3bB91,1
0xB0b20211c9e0114949dD66ef523AF3Cf79F1FE6E,1
0x09153fb0Ca8BF27d220A5438981a0E506d598C53,1
0x8927d735acd0aE08B8fA3442AF52F9BE66986200,1
0x198fad708f06b35CADa7Aeff93Ae912b12EC54dD,1
0x2300f68064BfaafA381cd36f2695CDfEAAc09231,1
0x9C09926927201527812364cF97aa9bB962a638B5,1
0x12485E2729BA4B177b30AD9950C96925709058Eb,1
0xb3070d4C47dF810E6A700f180133E0258aDc2Eaf,1
0x1f70a6D6F92F61ead83c5a08D3DAb3523EBdf82d,1
0xFEA271A9C60b51FBCF51989cC13B3e920A5D3178,1
0x507Dbe613D69DE6250767623Fb33f681eC5e4efE,1
0xBcFB749615c31ad401C5E5374061dbBda4B73247,1
0x4f4Dec70d31713cebB7D42297717a0CA25d3d5fC,1
0x7263c7b73a5A0Ea3542827d0548D854edE13780d,1
0x53189c9D184dBC79c89FC7D2419C18C3aeB17318,1
0x12afC6451F21FedDEb1F732D6baa02684c258d9c,1
0xaBf9872f350c27b091926B3F7150C7bBb94fB947,1
0x5a48AddBac206dd74fc990a1d2759461E65EedAF,1
